word,phonetic,part_of_speech,meaning,difficulty,category
nourish,/ˈnʌrɪʃ/,v.,滋养；培养；怀有,medium,CET6
novelty,/ˈnɒvlti/,n.,新奇；新奇的事物,medium,CET6
nuisance,/ˈnjuːsns/,n.,讨厌的人或事；麻烦,medium,CET6
nutrition,/njuˈtrɪʃn/,n.,营养；营养学,medium,CET6
oath,/əʊθ/,n.,誓言；宣誓,medium,CET6
obedient,/əˈbiːdiənt/,adj.,服从的；顺从的,medium,CET6
obligation,/ˌɒblɪˈɡeɪʃn/,n.,义务；责任,medium,CET6
obscure,/əbˈskjʊər/,adj.,模糊的；晦涩的；v. 掩盖,medium,CET6
obsolete,/ˈɒbsəliːt/,adj.,过时的；废弃的,medium,CET6
obstacle,/ˈɒbstəkl/,n.,障碍；阻碍,medium,CET6
obstruct,/əbˈstrʌkt/,v.,阻碍；阻塞,medium,CET6
odds,/ɒdz/,n.,可能性；几率；差额,medium,CET6
offend,/əˈfend/,v.,冒犯；得罪；违反,medium,CET6
offset,/ˈɒfset/,v.,抵消；补偿；n. 抵消,medium,CET6
offspring,/ˈɒfsprɪŋ/,n.,后代；子女,medium,CET6
ominous,/ˈɒmɪnəs/,adj.,不祥的；预兆的,medium,CET6
ongoing,/ˈɒnɡəʊɪŋ/,adj.,持续的；进行中的,medium,CET6
onset,/ˈɒnset/,n.,开始；发作,medium,CET6
opaque,/əʊˈpeɪk/,adj.,不透明的；晦涩的,medium,CET6
optimal,/ˈɒptɪml/,adj.,最佳的；最优的,medium,CET6
optimum,/ˈɒptɪməm/,n.,最佳状态；adj. 最佳的,medium,CET6
option,/ˈɒpʃn/,n.,选择；选项,easy,CET6
orient,/ˈɔːriənt/,v.,确定方向；使适应；n. 东方,medium,CET6
ornament,/ˈɔːnəmənt/,n.,装饰；装饰品；v. 装饰,medium,CET6
orthodox,/ˈɔːθədɒks/,adj.,正统的；传统的,medium,CET6
oust,/aʊst/,v.,驱逐；罢黜,medium,CET6
outbreak,/ˈaʊtbreɪk/,n.,爆发；突发,medium,CET6
outfit,/ˈaʊtfɪt/,n.,全套服装；装备；v. 装备,medium,CET6
outlet,/ˈaʊtlet/,n.,出口；经销店；发泄途径,medium,CET6
outrage,/ˈaʊtreɪdʒ/,n.,愤怒；暴行；v. 激怒,medium,CET6
overall,/ˌəʊvərˈɔːl/,adj.,总体的；adv. 总的来说,medium,CET6
overflow,/ˌəʊvəˈfləʊ/,v.,溢出；泛滥；n. 溢出,medium,CET6
overhear,/ˌəʊvəˈhɪər/,v.,无意中听到；偷听,medium,CET6
overlap,/ˌəʊvəˈlæp/,v.,重叠；n. 重叠部分,medium,CET6
overthrow,/ˌəʊvəˈθrəʊ/,v.,推翻；打倒,medium,CET6
overwhelm,/ˌəʊvəˈwelm/,v.,压倒；淹没；使不知所措,medium,CET6
oxide,/ˈɒksaɪd/,n.,氧化物,medium,CET6
ozone,/ˈəʊzəʊn/,n.,臭氧,medium,CET6
pact,/pækt/,n.,协定；条约,medium,CET6
paradox,/ˈpærədɒks/,n.,悖论；自相矛盾,medium,CET6
parameter,/pəˈræmɪtər/,n.,参数；界限,medium,CET6
parasite,/ˈpærəsaɪt/,n.,寄生虫；寄生者,medium,CET6
partial,/ˈpɑːʃl/,adj.,部分的；偏袒的,medium,CET6
participant,/pɑːˈtɪsɪpənt/,n.,参与者,medium,CET6
partition,/pɑːˈtɪʃn/,n.,隔断；分割；v. 分割,medium,CET6
pasture,/ˈpɑːstʃər/,n.,牧场；草地,medium,CET6
patent,/ˈpætnt/,n.,专利；v. 获得专利,medium,CET6
pathetic,/pəˈθetɪk/,adj.,可怜的；可悲的,medium,CET6
patriot,/ˈpætriət/,n.,爱国者,medium,CET6
patrol,/pəˈtrəʊl/,v.,巡逻；n. 巡逻队,medium,CET6
pave,/peɪv/,v.,铺路；为……铺平道路,medium,CET6
pedestrian,/pəˈdestriən/,n.,行人；adj. 步行的,medium,CET6
penalty,/ˈpenəlti/,n.,处罚；罚款；罚球,medium,CET6
pending,/ˈpendɪŋ/,adj.,待定的；未决的；prep. 在……期间,medium,CET6
penetrate,/ˈpenɪtreɪt/,v.,穿透；渗透；洞察,medium,CET6
perceive,/pəˈsiːv/,v.,感知；察觉；理解,medium,CET6
perfection,/pəˈfekʃn/,n.,完美；完善,medium,CET6
peril,/ˈperəl/,n.,危险；危难,medium,CET6
periodical,/ˌpɪəriˈɒdɪkl/,n.,期刊；adj. 定期的,medium,CET6
perpetual,/pəˈpetʃuəl/,adj.,永久的；长期的,medium,CET6
perplex,/pəˈpleks/,v.,使困惑；使复杂化,medium,CET6
persecute,/ˈpɜːsɪkjuːt/,v.,迫害；纠缠,medium,CET6
persevere,/ˌpɜːsɪˈvɪər/,v.,坚持；不屈不挠,medium,CET6
perspective,/pəˈspektɪv/,n.,观点；透视；视角,medium,CET6
pertinent,/ˈpɜːtɪnənt/,adj.,相关的；切题的,medium,CET6
petition,/pəˈtɪʃn/,n.,请愿书；v. 请愿,medium,CET6
petty,/ˈpeti/,adj.,琐碎的；小气的,medium,CET6
pharmacy,/ˈfɑːməsi/,n.,药房；药学,medium,CET6
pierce,/pɪəs/,v.,刺穿；穿透,medium,CET6
pillar,/ˈpɪlər/,n.,柱子；支柱,medium,CET6
pinch,/pɪntʃ/,v.,捏；夹痛；n. 一撮,medium,CET6
pirate,/ˈpaɪrət/,n.,海盗；盗版者,medium,CET6
plague,/pleɪɡ/,n.,瘟疫；灾害；v. 折磨,medium,CET6
plaster,/ˈplɑːstər/,n.,石膏；膏药；v. 抹灰,medium,CET6
plateau,/ˈplætəʊ/,n.,高原；稳定期,medium,CET6
plausible,/ˈplɔːzəbl/,adj.,貌似合理的；可信的,medium,CET6
plea,/pliː/,n.,恳求；抗辩,medium,CET6
plead,/pliːd/,v.,恳求；辩护；认罪,medium,CET6
plight,/plaɪt/,n.,困境；苦境,medium,CET6
plumber,/ˈplʌmər/,n.,水管工,medium,CET6
plunge,/plʌndʒ/,v.,投入；猛跌；n. 骤降,medium,CET6
poise,/pɔɪz/,n.,沉着；优雅；v. 使平衡,medium,CET6
ponder,/ˈpɒndər/,v.,沉思；考虑,medium,CET6
pope,/pəʊp/,n.,教皇,medium,CET6
porch,/pɔːtʃ/,n.,门廊；走廊,medium,CET6
portray,/pɔːˈtreɪ/,v.,描绘；扮演,medium,CET6
posterity,/pɒˈsterəti/,n.,后代；子孙,medium,CET6
potent,/ˈpəʊtnt/,adj.,强有力的；有效的,medium,CET6
practitioner,/prækˈtɪʃənər/,n.,从业者；执业医师,medium,CET6
preach,/priːtʃ/,v.,布道；宣扬；劝诫,medium,CET6
precede,/prɪˈsiːd/,v.,先于；在……之前,medium,CET6
predecessor,/ˈpriːdɪsesər/,n.,前任；前辈,medium,CET6
predominant,/prɪˈdɒmɪnənt/,adj.,占主导地位的；主要的,medium,CET6
preliminary,/prɪˈlɪmɪnəri/,adj.,初步的；预备的,medium,CET6
premise,/ˈpremɪs/,n.,前提；v. 以……为前提,medium,CET6
premium,/ˈpriːmiəm/,n.,保险费；溢价；adj. 优质的,medium,CET6
prescribe,/prɪˈskraɪb/,v.,开处方；规定,medium,CET6
preside,/prɪˈzaɪd/,v.,主持；掌管,medium,CET6
prestige,/preˈstiːʒ/,n.,声望；威望,medium,CET6
presumably,/prɪˈzjuːməbli/,adv.,大概；据推测,medium,CET6
pretext,/ˈpriːtekst/,n.,借口；托辞,medium,CET6
prevalent,/ˈprevələnt/,adj.,普遍的；流行的,medium,CET6
prey,/preɪ/,n.,猎物；v. 捕食,medium,CET6
primitive,/ˈprɪmətɪv/,adj.,原始的；简陋的,medium,CET6
prior,/ˈpraɪər/,adj.,先前的；优先的,medium,CET6
priority,/praɪˈɒrəti/,n.,优先事项；优先权,medium,CET6
privacy,/ˈprɪvəsi/,n.,隐私；私密,medium,CET6
probe,/prəʊb/,v.,探查；调查；n. 探针,medium,CET6
proclaim,/prəˈkleɪm/,v.,宣布；声明,medium,CET6
proficiency,/prəˈfɪʃnsi/,n.,熟练；精通,medium,CET6
profound,/prəˈfaʊnd/,adj.,深刻的；深远的,medium,CET6
prohibit,/prəˈhɪbɪt/,v.,禁止；阻止,medium,CET6
prolong,/prəˈlɒŋ/,v.,延长；拖延,medium,CET6
prominent,/ˈprɒmɪnənt/,adj.,突出的；著名的,medium,CET6
prompt,/prɒmpt/,v.,促使；提示；adj. 迅速的,medium,CET6
propel,/prəˈpel/,v.,推动；推进,medium,CET6
prophet,/ˈprɒfɪt/,n.,先知；预言者,medium,CET6
prose,/prəʊz/,n.,散文,medium,CET6
prosecute,/ˈprɒsɪkjuːt/,v.,起诉；控告,medium,CET6
prosper,/ˈprɒspər/,v.,繁荣；兴旺,medium,CET6
protest,/ˈprəʊtest/,n.,抗议；v. 抗议；反对,medium,CET6
prototype,/ˈprəʊtətaɪp/,n.,原型；样品,medium,CET6
provoke,/prəˈvəʊk/,v.,激起；挑衅；引发,medium,CET6
proximity,/prɒkˈsɪməti/,n.,接近；邻近,medium,CET6
prudent,/ˈpruːdnt/,adj.,谨慎的；精明的,medium,CET6
psychiatry,/saɪˈkaɪətri/,n.,精神病学,medium,CET6
pump,/pʌmp/,n.,泵；v. 抽水；灌输,medium,CET6
punch,/pʌntʃ/,v.,用拳猛击；打孔；n. 拳打,medium,CET6
qualitative,/ˈkwɒlɪtətɪv/,adj.,定性的；性质上的,medium,CET6
quantify,/ˈkwɒntɪfaɪ/,v.,量化；定量,medium,CET6
quartz,/kwɔːts/,n.,石英,medium,CET6
queer,/kwɪər/,adj.,奇怪的；可疑的,medium,CET6
quench,/kwentʃ/,v.,解渴；熄灭,medium,CET6
quest,/kwest/,n.,探索；寻求,medium,CET6
questionnaire,/ˌkwestʃəˈneər/,n.,问卷；调查表,medium,CET6
quiver,/ˈkwɪvər/,v.,颤抖；n. 颤动,medium,CET6
quota,/ˈkwəʊtə/,n.,配额；定额,medium,CET6
radiate,/ˈreɪdieɪt/,v.,辐射；散发,medium,CET6
radical,/ˈrædɪkl/,adj.,根本的；激进的；n. 激进分子,medium,CET6
raid,/reɪd/,n.,突袭；v. 袭击；搜查,medium,CET6
random,/ˈrændəm/,adj.,随机的；任意的,medium,CET6
rational,/ˈræʃnəl/,adj.,理性的；合理的,medium,CET6
realistic,/ˌriːəˈlɪstɪk/,adj.,现实的；逼真的,medium,CET6
reap,/riːp/,v.,收割；收获,medium,CET6
rebellion,/rɪˈbeljən/,n.,叛乱；反抗,medium,CET6
recede,/rɪˈsiːd/,v.,后退；逐渐远离,medium,CET6
recession,/rɪˈseʃn/,n.,经济衰退；萧条,medium,CET6
recipient,/rɪˈsɪpiənt/,n.,接受者；收件人,medium,CET6
reckless,/ˈrekləs/,adj.,鲁莽的；不顾后果的,medium,CET6
reckon,/ˈrekən/,v.,认为；估计；计算,medium,CET6
reclaim,/rɪˈkleɪm/,v.,开垦；收回；改造,medium,CET6
reconcile,/ˈrekənsaɪl/,v.,调和；和解；使一致,medium,CET6
recreation,/ˌrekriˈeɪʃn/,n.,娱乐；消遣,medium,CET6
recruit,/rɪˈkruːt/,v.,招募；招聘；n. 新兵,medium,CET6
rectify,/ˈrektɪfaɪ/,v.,纠正；矫正,medium,CET6
recur,/rɪˈkɜːr/,v.,复发；再次发生,medium,CET6
recycle,/ˌriːˈsaɪkl/,v.,回收利用；再循环,medium,CET6
redundant,/rɪˈdʌndənt/,adj.,多余的；冗长的；被裁员的,medium,CET6
refuge,/ˈrefjuːdʒ/,n.,避难所；庇护,medium,CET6
refund,/ˈriːfʌnd/,n.,退款；v. 退还,medium,CET6
refute,/rɪˈfjuːt/,v.,反驳；驳斥,medium,CET6
regime,/reɪˈʒiːm/,n.,政权；制度,medium,CET6
reign,/reɪn/,n.,统治；v. 统治；盛行,medium,CET6
reinforce,/ˌriːɪnˈfɔːs/,v.,加强；强化,medium,CET6
rejoice,/rɪˈdʒɔɪs/,v.,欣喜；高兴,medium,CET6
relay,/ˈriːleɪ/,n.,接力；中继；v. 转播；传递,medium,CET6
relish,/ˈrelɪʃ/,n.,享受；滋味；v. 享受,medium,CET6
remainder,/rɪˈmeɪndər/,n.,剩余部分；余数,medium,CET6
remnant,/ˈremnənt/,n.,残余；剩余,medium,CET6
renaissance,/rɪˈneɪsns/,n.,文艺复兴；复兴,medium,CET6
render,/ˈrendər/,v.,使成为；提供；渲染,medium,CET6
renew,/rɪˈnjuː/,v.,更新；续期；恢复,medium,CET6
renounce,/rɪˈnaʊns/,v.,宣布放弃；与……断绝关系,medium,CET6
renovate,/ˈrenəveɪt/,v.,翻新；修复,medium,CET6
repel,/rɪˈpel/,v.,击退；排斥；使反感,medium,CET6
repertoire,/ˈrepətwɑːr/,n.,全部剧目；保留节目,medium,CET6
repression,/rɪˈpreʃn/,n.,镇压；抑制,medium,CET6
reproach,/rɪˈprəʊtʃ/,v.,责备；n. 指责,medium,CET6
reproduce,/ˌriːprəˈdjuːs/,v.,繁殖；复制,medium,CET6
reptile,/ˈreptaɪl/,n.,爬行动物,medium,CET6
republican,/rɪˈpʌblɪkən/,adj.,共和国的；n. 共和党人,medium,CET6
resemblance,/rɪˈzembləns/,n.,相似；相像,medium,CET6
resemble,/rɪˈzembl/,v.,像；类似于,medium,CET6
resent,/rɪˈzent/,v.,怨恨；不满,medium,CET6
reside,/rɪˈzaɪd/,v.,居住；存在于,medium,CET6
resign,/rɪˈzaɪn/,v.,辞职；顺从,medium,CET6
resonance,/ˈrezənəns/,n.,共鸣；共振,medium,CET6
respectively,/rɪˈspektɪvli/,adv.,分别地；各自地,medium,CET6
restraint,/rɪˈstreɪnt/,n.,克制；约束,medium,CET6
resultant,/rɪˈzʌltənt/,adj.,因而发生的,medium,CET6
retail,/ˈriːteɪl/,n.,零售；v. 零售,medium,CET6
retain,/rɪˈteɪn/,v.,保留；保持,medium,CET6
retaliation,/rɪˌtæliˈeɪʃn/,n.,报复；反击,medium,CET6
retort,/rɪˈtɔːt/,v.,反驳；n. 反驳,medium,CET6
retrieve,/rɪˈtriːv/,v.,取回；检索；挽回,medium,CET6
retrospect,/ˈretrəspekt/,n.,回顾；追溯,medium,CET6
reunion,/ˌriːˈjuːniən/,n.,重聚；团聚,medium,CET6
revelation,/ˌrevəˈleɪʃn/,n.,揭示；启示；泄露,medium,CET6
revenge,/rɪˈvendʒ/,n.,报复；v. 复仇,medium,CET6
revert,/rɪˈvɜːt/,v.,恢复；回到,medium,CET6
revive,/rɪˈvaɪv/,v.,复苏；复兴；使苏醒,medium,CET6
revolt,/rɪˈvəʊlt/,v.,反抗；起义；n. 叛乱,medium,CET6
revolutionary,/ˌrevəˈluːʃənəri/,adj.,革命的；n. 革命者,medium,CET6
rhyme,/raɪm/,n.,韵；押韵；v. 押韵,medium,CET6
riddle,/ˈrɪdl/,n.,谜语；谜团,medium,CET6
rigid,/ˈrɪdʒɪd/,adj.,僵硬的；严格的,medium,CET6
rigorous,/ˈrɪɡərəs/,adj.,严格的；严谨的,medium,CET6
rim,/rɪm/,n.,边缘；轮辋,medium,CET6
riot,/ˈraɪət/,n.,暴乱；骚乱；v. 闹事,medium,CET6
rip,/rɪp/,v.,撕；扯；n. 裂口,medium,CET6
ritual,/ˈrɪtʃuəl/,n.,仪式；惯例；adj. 仪式的,medium,CET6
robust,/rəʊˈbʌst/,adj.,强健的；坚固的,medium,CET6
rot,/rɒt/,v.,腐烂；n. 腐烂,medium,CET6
rotate,/rəʊˈteɪt/,v.,旋转；轮流,medium,CET6
rotten,/ˈrɒtn/,adj.,腐烂的；糟糕的,medium,CET6
roughly,/ˈrʌfli/,adv.,大约；粗略地；粗暴地,medium,CET6
rouse,/raʊz/,v.,唤醒；激起,medium,CET6
royalty,/ˈrɔɪəlti/,n.,皇室；版税,medium,CET6
rubble,/ˈrʌbl/,n.,瓦砾；碎石,medium,CET6
rug,/rʌɡ/,n.,小地毯,medium,CET6
rumor,/ˈruːmər/,n.,谣言；传闻,medium,CET6
rupture,/ˈrʌptʃər/,n.,破裂；决裂；v. 破裂,medium,CET6
sacred,/ˈseɪkrɪd/,adj.,神圣的；宗教的,medium,CET6
safeguard,/ˈseɪfɡɑːd/,v.,保护；捍卫；n. 保护措施,medium,CET6
saint,/seɪnt/,n.,圣人；圣徒,medium,CET6
sanction,/ˈsæŋkʃn/,n.,制裁；批准；v. 批准,medium,CET6
sane,/seɪn/,adj.,神志正常的；理智的,medium,CET6
sarcastic,/sɑːˈkæstɪk/,adj.,讽刺的；挖苦的,medium,CET6
saturate,/ˈsætʃəreɪt/,v.,使饱和；浸透,medium,CET6
savage,/ˈsævɪdʒ/,adj.,野蛮的；凶残的；n. 野蛮人,medium,CET6
scandal,/ˈskændl/,n.,丑闻；流言蜚语,medium,CET6
scarce,/skeəs/,adj.,稀缺的；不足的,medium,CET6
scatter,/ˈskætər/,v.,散开；撒,medium,CET6
scenario,/səˈnɑːriəʊ/,n.,情景；方案,medium,CET6
scent,/sent/,n.,气味；香味；v. 闻到,medium,CET6
sceptical,/ˈskeptɪkl/,adj.,怀疑的；持怀疑态度的,medium,CET6
scorn,/skɔːn/,n.,轻蔑；v. 鄙视,medium,CET6
scrap,/skræp/,n.,碎片；废料；v. 废弃,medium,CET6
scrape,/skreɪp/,v.,刮；擦；n. 擦伤,medium,CET6
scratch,/skrætʃ/,v.,抓；挠；划；n. 划痕,medium,CET6
screw,/skruː/,n.,螺丝；v. 拧紧,medium,CET6
scrutiny,/ˈskruːtəni/,n.,仔细审查；详细检查,medium,CET6
sculpture,/ˈskʌlptʃər/,n.,雕塑；雕刻品,medium,CET6
seam,/siːm/,n.,接缝；煤层,medium,CET6
segregate,/ˈseɡrɪɡeɪt/,v.,隔离；分开,medium,CET6
seminar,/ˈsemɪnɑːr/,n.,研讨会；研讨班,medium,CET6
senate,/ˈsenət/,n.,参议院；元老院,medium,CET6
sensation,/senˈseɪʃn/,n.,感觉；轰动,medium,CET6
sequence,/ˈsiːkwəns/,n.,顺序；序列；一系列,medium,CET6
sergeant,/ˈsɑːdʒənt/,n.,中士；警官,medium,CET6
serial,/ˈsɪəriəl/,adj.,连续的；n. 系列剧,medium,CET6
setback,/ˈsetbæk/,n.,挫折；倒退,medium,CET6
shabby,/ˈʃæbi/,adj.,破旧的；衣衫褴褛的,medium,CET6
shaft,/ʃɑːft/,n.,轴；柄；矿井,medium,CET6
shark,/ʃɑːk/,n.,鲨鱼；骗子,medium,CET6
shatter,/ˈʃætər/,v.,粉碎；打碎；使震惊,medium,CET6
sheer,/ʃɪər/,adj.,完全的；陡峭的；薄透的,medium,CET6
shelter,/ˈʃeltər/,n.,庇护所；v. 庇护,medium,CET6
shield,/ʃiːld/,n.,盾牌；保护；v. 保护,medium,CET6
shipment,/ˈʃɪpmənt/,n.,装运；货物,medium,CET6
shrewd,/ʃruːd/,adj.,精明的；敏锐的,medium,CET6
shrink,/ʃrɪŋk/,v.,收缩；缩小；退缩,medium,CET6
shrub,/ʃrʌb/,n.,灌木,medium,CET6
shutter,/ˈʃʌtər/,n.,百叶窗；快门,medium,CET6
siege,/siːdʒ/,n.,围攻；围困,medium,CET6
signify,/ˈsɪɡnɪfaɪ/,v.,表示；意味着,medium,CET6
silicon,/ˈsɪlɪkən/,n.,硅,medium,CET6
skeleton,/ˈskelɪtn/,n.,骨骼；骨架；框架,medium,CET6
skim,/skɪm/,v.,掠过；略读；撇去,medium,CET6
slack,/slæk/,adj.,松弛的；懈怠的；n. 闲散,medium,CET6
slash,/slæʃ/,v.,猛砍；削减；n. 斜线,medium,CET6
slaughter,/ˈslɔːtər/,n.,屠杀；v. 屠宰,medium,CET6
slender,/ˈslendər/,adj.,苗条的；细长的；微薄的,medium,CET6
slippery,/ˈslɪpəri/,adj.,滑的；狡猾的,medium,CET6
slot,/slɒt/,n.,狭槽；时间段；v. 插入,medium,CET6
slump,/slʌmp/,v.,暴跌；萎靡；n. 衰退,medium,CET6
smash,/smæʃ/,v.,打碎；猛击；n. 粉碎,medium,CET6
smuggle,/ˈsmʌɡl/,v.,走私；偷运,medium,CET6
snap,/snæp/,v.,折断；猛咬；拍照；n. 快照,medium,CET6
soak,/səʊk/,v.,浸泡；渗透,medium,CET6
sober,/ˈsəʊbər/,adj.,清醒的；严肃的；v. 使清醒,medium,CET6
so-called,/ˈsəʊˈkɔːld/,adj.,所谓的；号称的,medium,CET6
sociology,/ˌsəʊsiˈɒlədʒi/,n.,社会学,medium,CET6
sodium,/ˈsəʊdiəm/,n.,钠,medium,CET6
sole,/səʊl/,adj.,唯一的；单独的；n. 鞋底,medium,CET6
solicit,/səˈlɪsɪt/,v.,请求；征求；招揽,medium,CET6
solitary,/ˈsɒlətri/,adj.,独自的；孤独的；唯一的,medium,CET6
sovereign,/ˈsɒvrɪn/,n.,君主；adj. 具有主权的,medium,CET6
spacious,/ˈspeɪʃəs/,adj.,宽敞的；广阔的,medium,CET6
spark,/spɑːk/,n.,火花；v. 激发；触发,medium,CET6
sparkle,/ˈspɑːkl/,v.,闪耀；闪烁,medium,CET6
spatial,/ˈspeɪʃl/,adj.,空间的；立体的,medium,CET6
specialty,/ˈspeʃəlti/,n.,专业；特长；特产,medium,CET6
specimen,/ˈspesɪmən/,n.,标本；样品,medium,CET6
spectacle,/ˈspektəkl/,n.,景象；奇观；眼镜,medium,CET6
spectator,/spekˈteɪtər/,n.,观众；旁观者,medium,CET6
spectrum,/ˈspektrəm/,n.,光谱；范围,medium,CET6
speculate,/ˈspekjuleɪt/,v.,推测；投机,medium,CET6
spice,/spaɪs/,n.,香料；调味品；趣味,medium,CET6
spill,/spɪl/,v.,溢出；洒落；n. 溢出,medium,CET6
spin,/spɪn/,v.,旋转；纺；n. 旋转,medium,CET6
spine,/spaɪn/,n.,脊柱；书脊,medium,CET6
spiral,/ˈspaɪrəl/,n.,螺旋；v. 盘旋上升或下降,medium,CET6
splash,/splæʃ/,v.,溅；泼；n. 飞溅声,medium,CET6
spontaneous,/spɒnˈteɪniəs/,adj.,自发的；自然的,medium,CET6
spouse,/spaʊz/,n.,配偶,medium,CET6
spray,/spreɪ/,n.,喷雾；v. 喷洒,medium,CET6
sprout,/spraʊt/,v.,发芽；n. 新芽,medium,CET6
stab,/stæb/,v.,刺；捅；n. 刺伤,medium,CET6
stability,/stəˈbɪləti/,n.,稳定；稳固,medium,CET6
stagger,/ˈstæɡər/,v.,蹒跚；使震惊；错开,medium,CET6
stain,/steɪn/,n.,污渍；v. 弄脏；染色,medium,CET6
stake,/steɪk/,n.,桩；股份；赌注；v. 下注,medium,CET6
stale,/steɪl/,adj.,不新鲜的；陈腐的,medium,CET6
stall,/stɔːl/,n.,货摊；失速；v. 拖延,medium,CET6
staple,/ˈsteɪpl/,n.,主食；订书钉；adj. 主要的,medium,CET6
startle,/ˈstɑːtl/,v.,使吃惊；使吓一跳,medium,CET6
starve,/stɑːv/,v.,挨饿；饿死,medium,CET6
static,/ˈstætɪk/,adj.,静止的；静态的；n. 静电,medium,CET6
stationary,/ˈsteɪʃənri/,adj.,固定的；静止的,medium,CET6
statistics,/stəˈtɪstɪks/,n.,统计数据；统计学,medium,CET6
statue,/ˈstætʃuː/,n.,雕像；塑像,medium,CET6
steer,/stɪər/,v.,驾驶；引导,medium,CET6
stem,/stem/,n.,茎；词干；v. 阻止,medium,CET6
stern,/stɜːn/,adj.,严厉的；n. 船尾,medium,CET6
steward,/ˈstjuːəd/,n.,乘务员；管理员,medium,CET6
sticky,/ˈstɪki/,adj.,黏的；棘手的,medium,CET6
stimulus,/ˈstɪmjələs/,n.,刺激物；促进因素,medium,CET6
stitch,/stɪtʃ/,n.,针脚；v. 缝,medium,CET6
stool,/stuːl/,n.,凳子,medium,CET6
stoop,/stuːp/,v.,弯腰；屈尊；n. 门廊,medium,CET6
straightforward,/ˌstreɪtˈfɔːwəd/,adj.,简单的；直率的,medium,CET6
strand,/strænd/,n.,股；一缕；v. 使搁浅,medium,CET6
stray,/streɪ/,v.,走失；偏离；adj. 走失的,medium,CET6
streamline,/ˈstriːmlaɪn/,v.,使流线型；精简,medium,CET6
strenuous,/ˈstrenjuəs/,adj.,费力的；艰苦的,medium,CET6
stride,/straɪd/,v.,大步走；n. 大步；进展,medium,CET6
stripe,/straɪp/,n.,条纹；斑纹,medium,CET6
strive,/straɪv/,v.,努力；奋斗；力争,medium,CET6
stroll,/strəʊl/,v.,散步；闲逛；n. 漫步,medium,CET6
stubborn,/ˈstʌbən/,adj.,顽固的；倔强的,medium,CET6
studio,/ˈstjuːdiəʊ/,n.,工作室；录音室,medium,CET6
stumble,/ˈstʌmbl/,v.,绊倒；踉跄；结巴,medium,CET6
stun,/stʌn/,v.,使震惊；使昏迷,medium,CET6
sturdy,/ˈstɜːdi/,adj.,结实的；坚固的,medium,CET6
subjective,/səbˈdʒektɪv/,adj.,主观的,medium,CET6
submarine,/ˌsʌbməˈriːn/,n.,潜艇；adj. 水下的,medium,CET6
submerge,/səbˈmɜːdʒ/,v.,浸没；淹没,medium,CET6
subordinate,/səˈbɔːdɪnət/,adj.,从属的；n. 下级,medium,CET6
subscribe,/səbˈskraɪb/,v.,订阅；同意,medium,CET6
subsequent,/ˈsʌbsɪkwənt/,adj.,随后的；后来的,medium,CET6
subsidy,/ˈsʌbsədi/,n.,补贴；津贴,medium,CET6
subtle,/ˈsʌtl/,adj.,微妙的；敏锐的；精细的,medium,CET6
subtract,/səbˈtrækt/,v.,减去；扣除,medium,CET6
suburb,/ˈsʌbɜːb/,n.,郊区；城郊,medium,CET6
successive,/səkˈsesɪv/,adj.,连续的；相继的,medium,CET6
sue,/suː/,v.,起诉；控告,medium,CET6
suite,/swiːt/,n.,套房；一套,medium,CET6
sulfur,/ˈsʌlfər/,n.,硫；硫磺,medium,CET6
summon,/ˈsʌmən/,v.,召唤；传唤；鼓起,medium,CET6
superb,/suːˈpɜːb/,adj.,极好的；出色的,medium,CET6
superficial,/ˌsuːpəˈfɪʃl/,adj.,肤浅的；表面的,medium,CET6
superiority,/suːˌpɪəriˈɒrəti/,n.,优越；优势,medium,CET6
supersonic,/ˌsuːpəˈsɒnɪk/,adj.,超音速的,medium,CET6
superstition,/ˌsuːpəˈstɪʃn/,n.,迷信,medium,CET6
supervise,/ˈsuːpəvaɪz/,v.,监督；管理,medium,CET6
supplement,/ˈsʌplɪmənt/,n.,补充；增刊；v. 补充,medium,CET6
suppress,/səˈpres/,v.,镇压；抑制；隐瞒,medium,CET6
supreme,/suːˈpriːm/,adj.,最高的；至上的,medium,CET6
surge,/sɜːdʒ/,n.,激增；汹涌；v. 激增,medium,CET6
surpass,/səˈpɑːs/,v.,超过；超越,medium,CET6
surplus,/ˈsɜːpləs/,n.,剩余；盈余；adj. 过剩的,medium,CET6
surrender,/səˈrendər/,v.,投降；屈服；交出,medium,CET6
susceptible,/səˈseptəbl/,adj.,易受影响的；敏感的,medium,CET6
suspend,/səˈspend/,v.,暂停；悬挂；推迟,medium,CET6
suspicious,/səˈspɪʃəs/,adj.,可疑的；怀疑的,medium,CET6
swamp,/swɒmp/,n.,沼泽；v. 淹没；使应接不暇,medium,CET6
swarm,/swɔːm/,n.,蜂群；一大群；v. 蜂拥,medium,CET6
sway,/sweɪ/,v.,摇摆；影响；n. 影响,medium,CET6
swell,/swel/,v.,膨胀；肿胀；n. 高涨,medium,CET6
swift,/swɪft/,adj.,迅速的；敏捷的,medium,CET6
swing,/swɪŋ/,v.,摆动；旋转；n. 秋千,medium,CET6
switch,/swɪtʃ/,n.,开关；v. 转换；交换,medium,CET6
symbolic,/sɪmˈbɒlɪk/,adj.,象征性的；符号的,medium,CET6
symmetry,/ˈsɪmətri/,n.,对称；匀称,medium,CET6
symphony,/ˈsɪmfəni/,n.,交响乐；交响曲,medium,CET6
